,0,1,2,3,4,5,6,7,8,9,10
118,-3.1397305,0.31085268,1.1551965,-0.45166856,-0.20772219,-0.1424113,-0.91444933,-0.8234849,0.21674393,-1.407397,0.41285053
119,-3.5181386,0.61711645,1.4627876,-0.8312496,0.2069505,-0.18126787,-1.2227732,-0.91604465,0.06974391,-1.9388189,0.3402337
120,-5.844191,0.77744526,2.383945,-1.2548071,-0.1396538,-0.5653294,-1.3015501,-1.45441,0.36673424,-3.008742,1.1129217
121,-3.6658397,0.84536517,1.6604118,-0.6021367,-0.2523399,-0.21636678,-1.161961,-1.0683888,0.20650518,-1.7090013,0.77788514
122,-4.5950856,0.43235984,1.766392,-0.7938658,-0.31351128,-0.31566456,-1.4173543,-1.3277214,0.46843052,-2.1810606,0.676449
123,-5.374956,0.8451604,1.940648,-0.9283101,-0.36806604,-0.20357071,-1.6121305,-1.3590702,-0.045511458,-2.9074056,0.56183296
124,-4.7567024,0.31504595,1.8722923,-0.907617,-0.17058074,0.21495901,-1.2235053,-1.4353698,0.5234987,-2.2734442,0.82360524
125,-6.0797787,0.9303144,2.703407,-1.0721905,-0.17590114,-0.27365217,-2.0688646,-1.8969702,0.4109927,-3.075514,0.870063
126,-5.4844117,0.35130265,2.3326287,-0.9861061,-0.1946028,-0.1804182,-1.7312107,-1.7644001,0.48166957,-2.2116518,1.1479127
127,-5.7865877,0.41253096,2.459828,-1.2089946,-0.38140735,-0.41511545,-1.6444031,-1.5511634,0.5217597,-2.7022102,0.8422222
128,-5.5461736,0.7684821,1.7873895,-0.86127174,-0.28670123,-0.28872555,-1.5345864,-1.5703375,0.44926497,-2.5592766,0.6759744
129,-5.2288227,0.7048129,1.8619548,-0.67105156,-0.3283833,-0.13169512,-1.3759544,-1.199194,0.23183103,-2.6334105,0.8907482
130,-4.779212,0.4731031,1.9624281,-0.97244215,-0.047341887,-0.09926741,-1.2575688,-1.3423827,0.35579532,-2.4546196,0.48896965
131,-5.2042804,0.61227673,1.9350659,-0.93473953,-0.3871815,-0.4709631,-1.3422279,-1.181891,0.33557227,-2.7863622,0.5589637
132,-5.150449,0.6610726,2.0931766,-1.0735834,0.27485338,-0.40540013,-1.7231673,-1.2299334,-0.031555306,-2.2739758,0.9107744
133,-5.5744987,0.5334849,2.312729,-0.84390146,0.030188601,-0.17364562,-1.6762222,-1.5749699,0.3873029,-2.516833,0.8916697
134,-6.004653,1.1829238,2.5430262,-1.1373143,-0.5587799,0.10195956,-1.6630354,-2.1581933,0.16564237,-3.3230307,1.1250147
135,-4.2552266,0.714935,1.7492523,-0.58996,-0.29209304,0.23823057,-1.3320043,-1.4485052,0.15827209,-2.3858397,1.009515
136,-3.989983,0.47881982,1.416149,-0.6678055,-0.344386,-0.4889715,-1.0617567,-0.71493363,0.10406376,-1.7458941,0.6001655
137,-4.34776,0.67410254,1.5701708,-0.20941374,-0.16323209,-0.18075614,-1.4090724,-0.95225465,0.41793188,-1.8569503,0.6796551
138,-4.0007944,0.6254325,1.3736774,-0.6405393,-0.21893542,-0.42153484,-1.1556048,-0.9747813,0.014915469,-1.8516448,0.64078444
139,-3.827731,0.55149466,1.9279473,-0.8708972,0.04516506,0.005051678,-1.1432246,-1.2049167,0.46505678,-2.3942177,0.88154525
140,-5.834616,0.70915616,2.5174913,-0.8803923,-0.20007086,-0.53480124,-1.4551746,-1.3169929,0.534862,-3.2218792,0.9450021
141,-4.2135973,0.57866937,1.4481628,-0.6884644,-0.13849457,-0.31856808,-1.252786,-1.2867486,0.032996807,-2.20452,0.67276055
142,-4.668974,0.58094925,1.715242,-0.6262032,-0.07561418,-0.16359828,-1.266093,-1.0828792,0.29912084,-2.4861734,0.8618537
143,-5.366184,1.3068668,2.2512517,-0.99432737,-0.11280919,-0.2690217,-1.6128849,-1.6984671,0.20058516,-2.433327,0.9998959
144,-4.243698,0.76981914,1.6742307,-0.6063811,-0.2497791,-0.42758504,-1.3379723,-1.1299013,0.26557615,-2.014847,0.7373405
145,-6.295051,1.0421997,2.4260888,-1.3053325,-0.274918,0.14381929,-1.7605624,-1.7212764,0.070282735,-3.9680517,0.9007373
146,-5.0051165,0.72027516,2.0859187,-1.0351074,-0.057657644,-0.1162804,-1.3037449,-1.2613051,0.06834768,-2.7240882,1.2816718
147,-5.7804046,0.72777915,2.2199528,-0.84807235,-0.28222373,-0.16917467,-1.4482802,-1.4854732,0.20129296,-2.9979823,1.1545396
148,-5.879647,0.943187,2.430443,-1.0815966,-0.24564502,-0.52874833,-1.9456998,-1.2854002,0.09548013,-2.568644,1.035076
149,-6.4173656,1.2490374,2.6108928,-1.1534809,0.110478394,-0.51823467,-2.1640725,-1.2977322,0.0970067,-3.009772,1.172288
150,-5.4927015,0.9648284,2.142889,-0.98749286,-0.2819045,-0.26374415,-1.397069,-1.6821604,0.23629034,-2.8778563,0.8840615
151,-4.7038465,0.717346,1.7636036,-0.8491594,-0.2286361,-0.4038358,-1.1243951,-1.2625966,0.2729339,-2.2131703,0.8123178
152,-4.376415,0.52304095,1.8449664,-1.2030687,0.14011736,-0.056364596,-1.4011757,-1.4490238,0.185623,-2.0672636,0.7411316
153,-4.913225,0.3508299,1.8904873,-0.6980044,-0.09222584,-0.5083137,-1.4673296,-1.2118433,0.2386956,-2.3577676,0.7900931
154,-6.0354443,0.5291579,2.1245015,-0.8299238,-0.3210179,-0.47031593,-1.593611,-1.4016066,0.58508766,-2.6722555,0.6392377
155,-3.8902366,0.5007552,1.731736,-0.83399004,-0.24869233,0.051350348,-1.0188003,-1.1019013,0.3654952,-2.2064865,0.7724672
156,-4.7747874,0.6317821,2.0097528,-0.8357426,-0.17803621,0.06671815,-1.8171957,-1.4507396,0.21185848,-2.3538058,0.6729158
157,-5.0775924,0.6600449,1.9035285,-1.0447989,-0.1131598,-0.30555135,-1.7035781,-1.3129973,0.09363186,-2.9318147,1.0899016
158,-5.103246,0.7234048,1.6922691,-0.835749,-0.46266145,0.0042186286,-1.6622553,-1.4838661,0.12536108,-2.4017568,0.8168072
159,-4.474053,0.66276574,1.9802248,-0.9150358,-0.26986519,-0.14866273,-1.6812289,-1.4629219,0.3532256,-2.543108,0.65170825
160,-5.3329644,0.88658935,2.1258924,-0.7637453,-0.2829734,-0.35382128,-1.7371548,-1.2105407,0.44710556,-2.6484625,1.1691797
161,-5.308058,0.53039944,2.0451272,-0.98421675,-0.3627418,-0.122170225,-1.5132551,-1.6116102,0.43199438,-2.568033,1.1279956
162,-5.923897,1.1160476,2.1838238,-0.98170507,-0.1938822,-0.29614365,-1.79837,-1.4856676,0.26774517,-3.119869,1.2187275
163,-4.3735967,0.7576486,2.006955,-0.54307675,-0.089354515,-0.11777896,-1.3188167,-1.4303029,0.28534642,-2.3274748,0.64024407
164,-6.0466256,0.930342,2.036307,-1.0122008,-0.19232565,-0.37355536,-1.6892394,-1.5920491,0.15791774,-3.2803645,0.9750596
165,-5.9076586,0.60938436,2.1854374,-1.0824804,-0.3934292,-0.12614395,-1.5690861,-1.6658373,0.63680947,-2.34269,0.66058534
166,-5.2300086,0.73523986,2.4391384,-0.77455866,-0.27506807,-0.30299255,-1.6661738,-1.3498837,0.36220446,-2.6656566,0.9875481
167,-4.333894,0.77818435,1.8842999,-0.82647294,-0.2546662,-0.1839601,-1.2500131,-1.1465013,0.22511017,-2.4976099,1.094392
168,-4.481476,0.22608812,2.0351565,-0.9821079,0.036388163,-0.37090707,-1.4886484,-1.5995144,0.33255213,-2.027363,0.642961
169,-5.8598003,0.7034352,1.9865884,-0.84331465,-0.098596275,-0.3657842,-1.8179939,-1.3794441,0.12878937,-2.448427,0.8947118
170,-5.425037,0.8750861,2.3498497,-0.6861039,-0.4296367,-0.30693093,-1.5924821,-1.5441955,0.45395908,-2.7448509,1.1624583
171,-3.447904,0.591823,1.5175287,-0.65913874,-0.17706573,-0.17308436,-1.2960622,-1.1054517,0.018807463,-1.9168483,0.61918634
172,-4.6412444,0.29791063,1.9025694,-0.8781125,-0.07218738,-0.007458061,-1.1615937,-1.2394305,0.114454545,-2.4180648,0.9224328
173,-3.7348654,0.66849613,1.3395894,-0.6817308,-0.097262315,-0.44675794,-1.1073847,-1.1360146,0.0340897,-1.6875204,0.41656718
174,-6.2147202,1.1377691,2.2183666,-0.9177575,-0.42300597,-0.0023635644,-1.7300957,-1.4367843,0.55995977,-3.1698625,0.80087346
175,-4.9119983,0.59423643,2.0195303,-0.8180252,-0.42184758,0.06506652,-1.298366,-1.3137621,0.4316569,-2.336138,1.1784291
176,-5.422532,0.9157781,1.7664114,-0.6950191,-0.25280666,-0.41361177,-1.6658967,-0.9979948,0.146281,-1.9484799,0.93623435
177,-4.4057536,0.28682637,1.8062216,-0.8952709,0.0624189,-0.20165798,-1.6109082,-1.1753294,0.15442921,-2.2214592,0.43758816
178,-5.0390673,0.8698499,1.8177739,-0.7393386,-0.105460286,-0.46785668,-1.6060005,-1.2672791,0.11991622,-2.5043838,0.76392597
179,-4.816963,0.92844784,1.7231891,-0.93367887,0.07030255,-0.25780758,-1.6403366,-1.2353433,0.13290401,-2.2023907,0.73673636
180,-5.8082223,0.5258804,2.2107134,-0.8996627,-0.46779302,0.09365523,-1.3606489,-1.4211354,0.6519094,-2.9380035,1.0091488
181,-6.756322,0.96206474,2.2935913,-0.97402686,-0.4345187,-0.10998541,-1.474823,-2.042206,0.38013273,-3.32885,1.4499147
182,-5.5038543,0.5447514,2.2819111,-0.8004315,-0.2100136,-0.2849746,-1.6040586,-1.4583279,0.4604255,-2.8460298,0.9709281
183,-3.7172244,0.45299527,1.3398942,-0.7261483,-0.1577776,-0.23424642,-1.2560382,-0.8932267,0.008873057,-1.9691664,0.6833168
184,-4.7696676,0.48984042,1.7621044,-0.919548,-0.026571162,-0.19776648,-1.5767685,-1.3897814,0.25245395,-1.9493023,0.89653516
185,-4.5522995,0.85036284,1.7219604,-0.790955,0.06965398,-0.16761644,-1.5402774,-1.3761226,-0.14567655,-2.5722554,0.75096524
186,-6.2020507,0.57170844,2.6274936,-1.5324847,-0.29030263,0.013187485,-1.4265704,-1.7638417,0.7659016,-3.2679327,1.1527522
187,-4.5625753,0.61723673,1.7862474,-0.82068557,-0.45778582,-0.022202931,-1.2951835,-1.4245815,0.7028675,-2.2091107,0.7718629
188,-4.61622,0.7177037,1.6762166,-1.0146847,0.053406607,-0.00037269387,-1.2850097,-1.371834,0.20768432,-2.7421374,0.8993445
